index,transliteration,word
H4718,maqevet,מַקֶּבֶת
H4719,maqedah,מַקֵּדָה
H4720,"miqdash, miqdash","מִקְדָּשׁ, מִקְּדָשׁ"
H4721,"maqhel, maqhelah","מַקְהֵל, מַקְהֵלָה"
H4722,maqhelt,מַקְהֵלת
H4723,"miqeewh, miqweh, miqwe’","מִקְֶֶוה, מִקְוֵה, מִקְוֵא"
H4723a,qewe,קְוֵה
H4724,miqwah,מִקְוָה
H4725,"maqom, maqom, meqomah, meqomah","מָקוֹם, מָקֹם, מְקוֹמָה, מְקֹמָה"
H4726,"maqor, maqor","מָקוֹר, מָקֹר"
H4727,miqach,מִקָּח
H4728,maqachah,מַקָּחָה
H4729,miqtar,מִקְטָר
H4730,miqteret,מִקְטֶרֶת
H4731,"maqel, maqlah","מַקֵּל, מַקְּלָה"
H4732,miqlot,מִקְלוֹת
H4733,miqlat,מִקְלָט
H4734,miqla‘at,מִקְלַעַת
H4735,miqneh,מִקְנֶה
H4736,miqnah,מִקְנָה
H4737,miqneyahu,מִקְנֵיָהוּ
H4738,miqsam,מִקְסָם
H4739,maqatz,מָקַץ
H4740,"maqtzo‘a, maqtzo‘a, maqtzo‘ah","מַקְצוֹעַ, מַקְצֹעַ, מַקְצֹעָה"
H4741,maqtzu‘ah,מַקְצֻעָה
H4742,mequtz‘ah,מְקֻצְעָה
H4743,maqaq,מָקַק
H4744,miqra’,מִקְרָא
H4745,miqreh,מִקְרֶה
H4746,meqareh,מְקָרֶה
H4747,meqerah,מְקֵרָה
H4748,miqsheh,מִקְשֶׁה
H4749,miqshah,מִקְשָׁה
H4750,miqshah,מִקְשָׁה
H4751,"mar, marah","מַר, מָרָה"
H4752,mar,מַר
H4753,"mor, mor","מֹר, מוֹר"
H4754,mara’,מָרָא
H4755,mara’,מָרָא
H4756,mare’,מָרֵא
H4757,mero’dakh bal’adan,מְרֹאדַךְ בַּלְאָדָן
H4758,mar’eh,מַרְאֶה
H4759,mar’ah,מַרְאָה
H4760,mur’ah,מֻרְאָה
H4761,mar’ashah,מַרְאָשָׁה
H4762,"mar’eshah, mareshah","מַרְאֵשָׁה, מַרֵשָׁה"
H4763,mera’ashah,מְרַאֲשָׁה
H4764,merov,מֵרָב
H4765,marvad,מַרְבַד
H4766,marveh,מַרְבֶה
H4767,mirvah,מִרְבָּה
H4768,marviyt,מַרְבִּית
H4769,marvetz,מַרְבֵּץ
H4770,marveq,מַרְבֵּק
H4771,margoa‘,מַרְגּוֹעַ
H4772,margelah,מַרְגְּלָה
H4773,margemah,מַרְגֵּמָה
H4774,marge‘ah,מַרְגֵּעָה
H4775,marad,מָרַד
H4776,merad,מְרַד
H4777,mered,מֶרֶד
H4778,mered,מֶרֶד
H4779,marad,מָרָד
H4780,mardut,מַרְדּוּת
H4781,merodakh,מְרֹדָךְ
H4782,mordekhai,מָרְדְּכַי
H4783,murdaf,מֻרְדָּף
H4784,marah,מָרָה
H4785,marah,מָרָה
H4786,morah,מֹרָה
H4787,marah,מָרָּה
H4788,marud,מָרוּד
H4789,meroz,מֵרוֹז
H4790,meroach,מְרוֹחַ
H4791,marom,מָרוֹם
H4792,merom,מֵרוֹם
H4793,merotz,מֵרוֹץ
H4794,"merutzah, merutzah","מְרוּצָה, מְרֻצָה"
H4795,maruq,מָרוּק
H4796,marot,מָרוֹת
H4797,mirzach,מִרְזַח
H4798,marzeach,מַרְזֵחַ
H4799,marach,מָרַח
H4800,merchav,מֶרְחָב
H4801,merchaq,מֶרְחָק
H4802,marcheshet,מַרְחֶשֶׁת
H4803,marat,מָרַט
H4804,merat,מְרַט
H4805,meri,מְרִי
H4806,meri’,מְרִיא
H4807,meriv ba‘al,מְרִיב בַּעַל
H4808,merivah,מְרִיבָה
H4809,merivah,מְרִיבָה
H4810,meri ba‘al,מְרִי בַעַל
H4811,merayah,מְרָיָה
H4812,merayot,מְרָיוֹת
H4813,miryam,מִרְיָם
H4814,merirut,מְרִירוּת
H4815,meriri,מְרִירִי
H4816,morekh,מֹרֶךְ
H4817,merkhav,מֶרְכָּב
H4818,merkhavah,מֶרְכָּבָה
H4819,markholet,מַרְכֹּלֶת
H4820,mirmah,מִרְמָה
H4821,mirmah,מִרְמָה
H4822,meremot,מְרֵמוֹת
H4823,mirmas,מִרְמָס
H4824,meronti,מֵרֹ֑נתִי
H4825,meres,מֶרֶס
H4826,marsena’,מַרְסְנָא
H4827,mera‘,מֵרַע
H4828,merea‘,מֵרֵעַ
H4829,mir‘eh,מִרְעֶה
H4830,mir‘it,מִרְעִית
H4831,mar‘alah,מַרְעֲלָה
H4832,marfe’,מַרְפֵּא
H4833,mirfas,מִרְפָּשׂ
H4834,maratz,מָרַץ
H4835,merutzah,מְרֻצָה
H4836,martzea‘,מַרְצֵעַ
H4837,martzefet,מַרְצֶפֶת
H4838,maraq,מָרַק
H4839,maraq,מָרָק
H4840,merqach,מֶרְקָח
H4841,merqachah,מֶרְקָחָה
H4842,mirqachat,מִרְקַחַת
H4843,marar,מָרַר
H4844,"meror, meror","מְרֹר, מְרוֹר"
H4845,mererah,מְרֵרָה
H4846,"merorah, merorah","מְרֹרָה, מְרוֹרָה"
H4847,merari,מְרָרִי
H4848,merari,מְרָרִי
H4849,mirsha‘at,מִרְשַׁעַת
H4850,meratayim,מְרָתַיִם
H4851,mash,מַשׁ
H4852,mesha’,מֵשָׁא
H4853,masa’,מַשָּׂא
H4854,masa’,מַשָּׂא
H4855,masha’,מַשָּׁא
H4856,maos’,מַֹשּׂא
H4857,mash’av,מַשְׁאָב
H4858,masa’ah,מַשָּׂאָה
H4859,masha’ah,מַשָּׁאָה
H4860,masha’on,מַשָּׁאוֹן
H4861,mish’al,מִשְׁאָל
H4862,mish’alah,מִשְׁאָלָה
H4863,mish’eret,מִשְׁאֶרֶת
H4864,mas’et,מַשׂאֵת
H4865,mishvetzah,מִשְׁבְּצָה
H4866,mashber,מַשְׁבֵּר
H4867,mishvar,מִשְׁבָּר
H4868,mishvat,מִשְׁבָּת
H4869,misgav,מִשְׂגָּב
H4870,mishgeh,מִשְׁגֶּה
H4871,mashah,מָשָׁה
H4872,mosheh,מֹשֶׁה
H4873,mosheh,מֹשֶׁה
H4874,masheh,מַשֶּׁה
H4875,"mesho’ah, mesho’ah","מְשׁוֹאָה, מְשֹׁאָה"
H4876,"mashu’ah, mashu’ah","מַשּׁוּאָה, מַשֻּׁאָה"
H4877,meshovav,מְשׁוֹבָב
H4878,"meshuvah, meshuvah","מְשׁוּבָה, מְשֻׁבָה"
H4879,meshugah,מְשׁוּגָּה
H4880,"mashot, mishot","מָשׁוֹט, מִשּׁוֹט"
H4881,"mesukhah, mesukhah","מְשׂוּכָה, מְשֻׂכָה"
H4882,meshusah,מְשׁוּסָה
H4883,masor,מַשּׂוֹר
H4884,mesurah,מְשׂוּרָה
H4885,masos,מָשׂוֹשׂ
H4886,mashach,מָשַׁח
H4887,meshach,מְשַׁח
H4888,"mishchah, moshchah","מִשְׁחָה, מָשְׁחָה"
H4889,mashchit,מַשְׁחִית
H4890,mischaq,מִשְׂחַק
H4891,mishchar,מִשְׁחָר
H4892,mashchet,מַשְׁחֵת
H4893,"mishchat, moshchat","מִשְׁחָת, מָשְׁחָת"
H4894,"mishtocha, mishtach","מִשְׁטוֹחַ, מִשְׁטַח"
H4895,mastemah,מַשְׂטֵמָה
H4896,mishtar,מִשְׁטָר
H4897,meshi,מֶשִׁי
H4898,meshezav’el,מְשֵׁיזַבְאֵל
H4899,mashiach,מָשִׁיחַ
H4900,mashakh,מָשַׁךְ
H4901,meshekh,מֶשֶׁךְ
H4902,meshekh,מֶשֶׁךְ
H4903,mishkhav,מִשְׁכַּב
H4904,mishkhav,מִשְׁכָּב
H4905,maskhiyl,מַשְׂכִּיל
H4906,maskhiyt,מַשְׂכִּית
H4907,mishkhan,מִשְׁכַּן
H4908,mishkhan,מִשְׁכָּן
H4909,maskhoret,מַשְׂכֹּרֶת
H4910,mashal,מָשַׁל
H4911,mashal,מָשַׁל
H4912,mashal,מָשָׁל
H4913,mashal,מָשָׁל
H4914,meshol,מְשֹׁל
H4915,meshel,מְשֶׁל
H4916,"mishlocha, mishlocha, mishlach","מִשְׁלוֹחַ, מִשְׁלֹחַ, מִשְׁלָח"
H4917,mishlachat,מִשְׁלַחַת
H4918,meshulam,מְשֻׁלָּם
H4919,meshilemot,מְשִׁלֵּמוֹת
H4920,"meshelemyah, meshelemyahu","מְשֶׁלֶמְיָה, מְשֶׁלֶמְיָהוּ"
H4921,meshilemit,מְשִׁלֵּמִית
H4922,meshulemet,מְשֻׁלֶּמֶת
H4923,meshamah,מְשַׁמָּה
H4924,mashman,מַשְׁמָן
H4925,mishmanah,מִשְׁמַנָּה
H4926,mishma‘,מִשְׁמָע
H4927,mishma‘,מִשְׁמָע
H4928,mishma‘at,מִשְׁמַעַת
H4929,mishmar,מִשְׁמָר
H4930,masmerah,מַשְׂמְרָה
H4931,mishmeret,מִשְׁמֶרֶת
H4932,mishneh,מִשְׁנֶה
H4933,meshisah,מְשִׁסָּה
H4934,mish‘ol,מִשְׁעוֹל
H4935,mish‘i,מִשְׁעִי
H4936,mish‘am,מִשְׁעָם
H4937,"mish‘en, mish‘an","מִשְׁעֵן, מִשְׁעָן"
H4938,"mish‘enah, mish‘enet","מִשְׁעֵנָה, מִשְׁעֶנֶת"
H4939,misfach,מִשְׂפָּח
H4940,mishfachah,מִשְׁפָּחָה
H4941,mishfat,מִשְׁפָּט
H4942,mishfat,מִשְׁפָּת
H4943,mesheq,מֶשֶׁק
H4944,mashaq,מַשָּׁק
H4945,mashqeh,מַשְׁקֶה
H4946,mishqol,מִשְׁקוֹל
H4947,mashqof,מַשְׁקוֹף
H4948,mishqal,מִשְׁקָל
H4949,"mishqelet, mishqolet","מִשְׁקֶלֶת, מִשְׁקֹלֶת"
H4950,mishqa‘,מִשְׁקָע
H4951,misrah,מִשְׂרָה
H4952,mishrah,מִשְׁרָה
H4953,mashroqi,מַשְׁרוֹקִי
H4954,mishra‘i,מִשְׁרָעִי
H4955,misrafah,מִשְׂרָפָה
H4956,misrefot mayim,מִשְׂרְפוֹת מַיִם
H4957,masreqah,מַשְׂרֵקָה
H4958,masret,מַשְׂרֵת
H4959,mashash,מָשַׁשׁ
H4960,mishteh,מִשְׁתֶּה
H4961,mishteh,מִשְׁתֶּה
H4962,mat,מַת
H4963,matven,מַתְבֵּן
H4964,meteg,מֶתֶג
H4965,meteg ha’amah,מֶתֶג הָאַמָּה
H4966,"matoq, matuq","מָתוֹק, מָתוּק"
H4967,metusha’el,מְתוּשָׁאֵל
H4968,metushelach,מְתוּשֶׁלַח
H4969,matach,מָתַח
H4970,matai,מָתַי
H4971,"matkhonet, matkhunet","מַתְכֹנֶת, מַתְכֻנֶת"
H4972,matla’ah,מַתְּלָאָה
H4973,metal‘ah,מְתַלְּעָה
H4974,metom,מְתֹם
H4975,motnayim,מָתְנַיִם
H4976,matan,מַתָּן
H4977,matan,מַתָּן
H4978,matna’,מַתְּנָא
H4979,matanah,מַתָּנָה
H4980,matanah,מַתָּנָה
H4981,mitni,מִתְנִי
H4982,matnai,מַתְּנַי
H4983,"matanyah, matanyahu","מַתַּנְיָה, מַתַּנְיָהוּ"
H4984,mitnase’,מִתְנַשֵּׂא
H4985,mataq,מָתַק
H4986,meteq,מֶתֶק
H4987,moteq,מֹתֶק
H4988,mataq,מָתָק
H4989,mitqah,מִתְקָה
H4990,mitredat,מִתְרְדָת
H4991,matat,מַתָּת
H4992,matatah,מַתַּתָּה
H4993,"matityah, matityahu","מַתִּתְיָה, מַתִּתְיָהוּ"
H4994,na’,נָא
H4995,na’,נָא
H4996,n’,֑נא
H4997,"n’d, n’wd, n’dah","֑נאד, ֑נאוד, ֑נאדָה"
H4998,na’ah,נָאָה
H4999,nawah,נָוָה
H5000,na’eewh,נָאֶֶוה
H5001,na’am,נָאַם
H5002,ne’um,נְאֻם
H5003,na’af,נָאַף
H5004,ni’uf,נִאֻף
H5005,na’afuf,נַאֲפוּף
H5006,na’atz,נָאַץ
H5007,"ne’atzah, ne’atzah","נְאָצָה, נֶאָצָה"
H5008,na’aq,נָאַק
H5009,ne’aqah,נְאָקָה
H5010,na’ar,נָאַר
H5011,nv,֑נב
H5012,nava’,נָבָא
H5013,neva’,נְבָא
H5014,navav,נָבַב
H5015,nevo,נְבוֹ
H5016,nevu’ah,נְבוּאָה
H5017,nevu’ah,נְבוּאָה
H5018,nevuzar’adan,נְבוּזַרְאֲדָן
H5019,"nevukhadne’tzar, nevukhadne’tzar, nevukhadnetzar, nevukhadre’tz","נְבוּכַדְנֶאצַּר, נְבֻּכַדְנֶאצַּר, נְבוּכַדְנֶצַּר, נְבוּכַדְר"
H5020,nevukhadnetzar,נְבוּכַדְנֶצַּר
H5021,nevushazvan,נְבוּשַׁזְבָּן
H5022,navot,נָבוֹת
H5023,nevizvah,נְבִזְבָּה
H5024,navach,נָבַח
H5025,nvach,֑נבַח
H5026,nivchaz,נִבְחַז
H5027,navat,נָבַט
H5028,nevat,נְבָט
H5029,nevi’,נְבִיא
H5030,navi’,נָבִיא
H5031,nevi’ah,נְבִיאָה
H5032,"nevayot, nevat","נְבָיוֹת, נְבָ֑ית"
H5033,nevekh,נֵבֶךְ
H5034,navel,נָבֵל
H5035,"nevel, nevel","נֶבֶל, נֵבֶל"
H5036,naval,נָבָל
H5037,naval,נָבָל
H5038,nevelah,נְבֵלָה
H5039,nevalah,נְבָלָה
H5040,navlut,נַבְלוּת
H5041,nevalat,נְבַלָּט
H5042,nava‘,נָבַע
H5043,nevresha’,נֶבְרְשָׁא
H5044,nivshan,נִבְשָׁן
H5045,negev,נֶגֶב
H5046,nagad,נָגַד
H5047,negad,נְגַד
H5048,neged,נֶגֶד
H5049,neged,נֶגֶד
H5050,nagah,נָגַהּ
H5051,ngah,֑נגַהּ
H5052,ngah,֑נגַהּ
H5054,negohah,נְגֹהָה
H5055,nagach,נָגַח
H5056,nagach,נַגָּח
H5057,"nagid, nagid","נָגִיד, נָגִד"
H5058,"neginah, neginat","נְגִינָה, נְגִינַת"
H5059,nagan,נָגַן
H5060,naga‘,נָגַע
H5061,nega‘,נֶגַע
H5062,nagaf,נָגַף
H5063,negef,נֶגֶף
H5064,nagar,נָגַר
H5065,nagas,נָגַשׂ
H5066,nagash,נָגַשׁ
H5067,ned,נֵד
H5068,nadav,נָדַב
H5069,nedav,נְדַב
H5070,nadav,נָדָב
H5071,nedavah,נְדָבָה
H5072,nedavyah,נְדַבְיָה
H5073,nidvakh,נִדְבָּךְ
H5074,nadad,נָדַד
H5075,nedad,נְדַד
H5076,nadud,נָדֻד
H5077,"nadah, nada’","נָדָה, נָדָא"
H5078,nedeh,נֵדֶה
H5079,nidah,נִדָּה
H5080,nadach,נָדַח
H5081,nadiv,נָדִיב
H5082,nedivah,נְדִיבָה
H5083,nadan,נָדָן
H5084,nadan,נָדָן
H5085,nidneh,נִדְנֶה
H5086,nadaf,נָדַף
H5087,nadar,נָדַר
H5088,"neder, neder","נֶדֶר, נֵדֶר"
H5089,nha,֑נהַּ
H5090,nahag,נָהַג
H5091,nahah,נָהָה
H5092,nehi,נְהִי
H5093,nihyah,נִהְיָה
H5094,"nehir, nehiryu","נְהִיר, נְהִריוּ"
H5095,nahal,נָהַל
H5096,"nahalal, nahalol","נַהֲלָל, נַהֲלֹל"
H5097,nahalol,נַהֲלֹל
H5098,naham,נָהַם
H5099,naham,נַהַם
H5100,nehamah,נְהָמָה
H5101,nahaq,נָהַק
H5102,nahar,נָהַר
H5103,nehar,נְהַר
H5104,nahar,נָהָר
H5105,neharah,נְהָרָה
H5106,nu’,נוּא
H5107,nuv,נוּב
H5108,"nov, nev","נוֹב, נֵיב"
H5109,novai,נוֹבַי
H5110,nud,נוּד
H5111,nud,נוּד
H5112,"nod, nd","נוֹדּ, ֑נד"
H5113,nod,נוֹד
H5114,nodav,נוֹדָב
H5115,nawah,נָוָה
H5116,"naeewh, nawah","נֶֶָוה, נָוָה"
H5117,nuach,נוּחַ
H5118,"nucha, noach","נוּחַ, נוֹחַ"
H5119,nochah,נוֹחָה
H5120,nut,נוּט
H5121,nawit,נָוִית
H5122,"newalu, newali","נְוָלוּ, נְוָלִי"
H5123,num,נוּם
H5124,numah,נוּמָה
H5125,nun,נוּן
H5126,"nun, non","נוּן, נוֹן"
H5127,nus,נוּס
H5128,nua‘,נוּעַ
H5129,no‘adyah,נוֹעַדְיָה
H5130,nuf,נוּף
H5131,nof,נוֹף
H5132,nutz,נוּץ
H5133,"notzah, nitzah","נוֹצָה, נִצָה"
H5134,nuq,נוּק
H5135,nur,נוּר
H5136,nush,נוּשׁ
H5137,nazah,נָזָה
H5138,nazid,נָזִיד
H5139,"nazir, nazir","נָזִיר, נָזִר"
H5140,nazal,נָזַל
H5141,nezem,נֶזֶם
H5142,nezaq,נְזַק
H5143,nezeq,נֶזֶק
H5144,nazar,נָזַר
H5145,nezer,נֵזֶר
H5146,nach,֑נחַ
H5147,nachviy,נַחְבִּי
H5148,nachah,נָחָה
H5149,nechum,נְחוּם
H5150,"nichum, nichum","נִחוּם, נִחֻם"
H5151,nachum,נַחוּם
H5152,nachor,נָחוֹר
H5153,nachush,נָחוּשׁ
H5154,"nechushah, nechushah","נְחוּשָׁה, נְחֻשָׁה"
H5155,nechilah,נְחִילָה
H5156,nechir,נְחִיר
H5157,nachal,נָחַל
H5158,"nachal, nachalah, nchlh","נַחַל, נַחֲלָה, נחלה"
H5159,nachalah,נַחֲלָה
H5160,nachali’el,נַחֲלִיאֵל
H5161,nechelami,נֶחֱלָמִי
H5162,nacham,נָחַם
H5163,nacham,נַחַם
H5164,ncham,֑נחַם
H5165,nechamah,נֶחָמָה
H5166,nechemyah,נְחֶמְיָה
H5167,nachamani,נַחֲמָנִי
H5168,nachnu,נַחְנוּ
H5169,nachatz,נָחַץ
H5170,"nachar, nacharah","נַחַר, נַחֲרָה"
H5171,"nachara, nachrai","נַחֲרַי, נַחְרַי"
H5172,nachash,נָחַשׁ
H5173,nachash,נַחַשׁ
H5174,nechash,נְחָשׁ
H5175,nachash,נָחָשׁ
H5176,nachash,נָחָשׁ
H5177,nachshon,נַחְשׁוֹן
H5178,nechshet,נְחשֶׁת
H5179,nechushta’,נְחֻשְׁתָּא
H5180,nechushtan,נְחֻשְׁתָּן
H5181,nachat,נָחַת
H5182,nechat,נְחַת
H5183,nachat,נַחַת
H5184,nachat,נַחַת
H5185,nachet,נָחֵת
H5186,natah,נָטָה
H5187,netil,נְטִיל
H5188,netifah,נְטִיפָה
H5189,netishah,נְטִישָׁה
H5190,natal,נָטַל
H5191,netal,נְטַל
H5192,netel,נֵטֶל
H5193,nata‘,נָטַע
H5194,neta‘,נֶטַע
H5195,natia‘,נָטִיעַ
H5196,neta‘im,נְטָעִים
H5197,nataf,נָטַף
H5198,nataf,נָטָף
H5199,netofah,נְטֹפָה
H5200,netofati,נְטֹפָתִי
H5201,natar,נָטַר
H5202,netar,נְטַר
H5203,natash,נָטַשׁ
H5204,ni,נִי
H5205,nid,נִיד
H5206,nidah,נִידָה
H5207,"nichocha, nichoach","נִיחוֹחַ, נִיחֹחַ"
H5208,"nichocha, nichoach","נִיחוֹחַ, נִיחֹחַ"
H5209,nin,נִין
H5210,ninweh,נִינְוֵה
H5211,nis,נִיס
H5212,nisan,נִיסָן
H5213,nitzotz,נִיצוֹץ
H5214,nir,נִיר
H5215,nir,נִיר
H5216,"nir, nir, ner, ner, nerah","נִיר, נִר, נֵיר, נֵר, נֵרָה"
H5217,nakha’,נָכָא
H5218,"nakhe’, nakha’","נָכֵא, נָכָא"
H5219,nekho’t,נְכֹאת
H5220,nekhed,נֶכֶד
H5221,nakhah,נָכָה
H5222,nekheh,נֵכֶה
H5223,nakheh,נָכֶה
H5224,nekho,נְכוֹ
H5225,nakhon,נָכוֹן
H5226,nekhach,נֵכַח
H5227,nokhach,נֹכַח
H5228,nakhoach,נָכֹחַ
H5229,nekhochah,נְכֹחָה
H5230,nakhal,נָכַל
H5231,nekhel,נֵכֶל
H5232,nekhas,נְכַס
H5233,nekhes,נֶכֶס
H5234,nakhar,נָכַר
H5235,"nekher, nkher","נֶכֶר, ֑נכֶר"
H5236,nekhar,נֵכָר
H5237,nokhri,נָכְרִי
H5238,nekhot,נְכֹת
H5239,nalah,נָלָה
H5240,nemivzeh,נְמִבְזֶה
H5241,nemu’el,נְמוּאֵל
H5242,nemu’eli,נְמוּאֵלִי
H5243,namal,נָמַל
H5244,nemalah,נְמָלָה
H5245,nemar,נְמַר
H5246,namer,נָמֵר
H5247,nimrah,נִמְרָה
H5248,"nimrod, nimrod","נִמְרוֹד, נִמְרֹד"
H5249,nimrim,נִמְרִים
H5250,nimshi,נִמְשִׁי
H5251,nes,נֵס
H5252,nesivah,נְסִבָּה
H5253,nasag,נָסַג
H5254,nasah,נָסָה
H5255,nasach,נָסַח
H5256,nesach,נְסַח
H5257,nesikh,נְסִיךְ
H5258,nasakh,נָסַךְ
H5259,nasakh,נָסַךְ
H5260,nesakh,נְסַךְ
H5261,nesakh,נְסַךְ
H5262,"nesekh, nesekh","נֶסֶךְ, נֵסֶךְ"
H5263,nasas,נָסַס
H5264,nasas,נָסַס
H5265,nasa‘,נָסַע
H5266,nasaq,נָסַק
H5267,nesaq,נְסַק
H5268,nisrokh,נִסְרֹךְ
H5269,ne‘ah,נְעָה
H5270,n‘ah,֑נעָה
H5271,"na‘ur, na‘ur, ne‘urah","נָעוּר, נָעֻר, נְעֻרָה"
H5272,ne‘i’el,נְעִיאֵל
H5273,na‘im,נָעִים
H5274,na‘al,נָעַל
H5275,"na‘al, na‘alah","נַעַל, נַעֲלָה"
H5276,na‘em,נָעֵם
H5277,na‘am,נַעַם
H5278,n‘am,֑נעַם
H5279,na‘amah,נַעֲמָה
H5280,na‘ami,נַעֲמִי
H5281,na‘ami,נָעֲמִי
H5282,na‘aman,נַעֲמָן
H5283,na‘aman,נַעֲמָן
H5284,na‘amati,נַעֲמָתִי
H5285,na‘atzutz,נַעֲצוּץ
H5286,na‘ar,נָעַר
H5287,na‘ar,נָעַר
H5288,na‘ar,נַעַר
H5289,na‘ar,נַעַר
H5290,n‘ar,֑נעַר
H5291,na‘arah,נַעֲרָה
H5292,na‘arah,נַעֲרָה
H5293,na‘arai,נַעֲרַי
H5294,ne‘aryah,נְעַרְיָה
H5295,na‘aran,נַעֲרָן
H5296,ne‘oret,נְעֹרֶת
H5297,nof,נֹף
H5298,nefeg,נֶפֶג
H5299,nafah,נָפָה
H5300,nefushesim,נְפוּשְׁסִים
H5301,nafach,נָפַח
H5302,nfach,֑נפַח
H5303,"nefil, nefil","נְפִיל, נְפִל"
H5304,nefisim,נְפִיסִים
H5305,nafish,נָפִישׁ
H5306,nfekh,֑נפֶךְ
H5307,nafal,נָפַל
H5308,nefal,נְפַל
H5309,"nefel, nefel","נֶפֶל, נֵפֶל"
H5310,nafatz,נָפַץ
H5311,nefetz,נֶפֶץ
H5312,nefaq,נְפַק
H5313,nifqa’,נִפְקָא
H5314,nafash,נָפַשׁ
H5315,nefesh,נֶפֶשׁ
H5316,nefet,נֶפֶת
H5317,nofet,נֹפֶת
H5318,neftoach,נֶפְתּוֹחַ
H5319,naftul,נַפְתּוּל
H5320,naftuchim,נַפְתֻּחִים
H5321,naftali,נַפְתָּלִי
H5322,netz,נֵץ
H5324,natzav,נָצַב
H5325,nitzav,נִצָּב
H5326,nitzvah,נִצְבָּה
H5327,natzah,נָצָה
H5328,nitzah,נִצָּה
H5329,natzach,נָצַח
H5330,netzach,נְצַח
H5331,"netzach, netzach","נֶצַח, נֵצַח"
H5332,netzach,נֵצַח
H5333,"netziv, netziv","נְצִיב, נְצִב"
H5334,netziv,נְצִיב
H5335,netziach,נְצִיחַ
H5336,nasir,נָסִיר
H5337,natzal,נָצַל
H5338,netzal,נְצַל
H5339,nitzan,נִצָּן
H5340,natzatz,נָצַץ
H5341,natzar,נָצַר
H5342,netzer,נֵצֶר
H5343,neqe’,נְקֵא
H5344,naqav,נָקַב
H5345,neqev,נֶקֶב
H5346,neqev,נֶקֶב
H5347,neqevah,נְקֵבָה
H5348,naqod,נָקֹד
H5349,nqed,֑נקֵד
H5350,niqud,נִקֻּד
H5351,nequdah,נְקֻדָּה
H5352,naqah,נָקָה
H5353,neqoda’,נְקוֹדָא
H5354,naqat,נָקַט
H5355,"naqi, naqi’","נָקִי, נָקִיא"
H5356,"niqayon, niqayn","נִקָּיוֹן, נִקָּ֑ין"
H5357,naqiq,נָקִיק
H5358,naqam,נָקַם
H5359,naqam,נָקָם
H5360,neqamah,נְקָמָה
H5361,naqa‘,נָקַע
H5362,naqaf,נָקַף
H5363,nqef,֑נקֶף
H5364,niqfah,נִקְפָּה
H5365,naqar,נָקַר
H5366,neqarah,נְקָרָה
H5367,naqash,נָקַשׁ
H5368,neqash,נְקַשׁ
H5369,ner,נֵר
H5370,neregal,נֵרְגַּל
H5371,neregal shar’etzer,נֵרְגַּל שַׁרְאֶצֶר
H5372,nirgan,נִרְגָּן
H5373,nerede,נֵרְדְּ
H5374,"neriyah, neriyahu","נֵרִיָּה, נֵרִיָּהוּ"
H5375,"nasa’, nasah","נָשָׂא, נָסָה"
H5376,nesa’,נְשָׂא
H5377,nasha’,נָשָׁא
H5378,nasha’,נָשָׁא
H5379,nise’t,נִשֵּׂאת
H5380,nashav,נָשַׁב
H5381,nasag,נָשַׂג
H5382,nashah,נָשָׁה
H5383,nashah,נָשָׁה
H5384,nasheh,נָשֶׁה
H5385,"nesu’ah, nesu’ah","נְשׂוּאָה, נְשֻׂאָה"
H5386,neshi,נְשִׁי
H5387,"nasi’, nasi’","נָשִׂיא, נָשִׂא"
H5388,neshiyah,נְשִׁיָּה
H5389,nashin,נָשִׁין
H5390,neshiqah,נְשִׁיקָה
H5391,nashakh,נָשַׁךְ
H5392,neshekh,נֶשֶׁךְ
H5393,nishkhah,נִשְׁכָּה
H5394,nashal,נָשַׁל
H5395,nasham,נָשַׁם
H5396,nishma’,נִשְׁמָא
H5397,neshamah,נְשָׁמָה
H5398,nashaf,נָשַׁף
H5399,neshef,נֶשֶׁף
H5400,nasaq,נָשַׂק
H5401,nashaq,נָשַׁק
H5402,"nesheq, nsheeq","נֶשֶׁק, נשֵֶׁק"
H5404,nesher,נֶשֶׁר
H5405,nashat,נָשַׁת
H5406,nishtewan,נִשְׁתְּוָן
H5407,nishtewan,נִשְׁתְּוָן
H5408,natach,נָתַח
H5409,netach,נְתַח
H5410,"nativ, netivah, netivah","נָתִיב, נְתִיבָה, נְתִבָה"
H5411,"natin, natun","נָתִין, נָתוּן"
H5412,netin,נְתִין
H5413,natakh,נָתַךְ
H5414,natan,נָתַן
H5415,netan,נְתַן
H5416,natan,נָתָן
H5417,netan’el,נְתַנְאֵל
H5418,"netanyah, netanyahu","נְתַנְיָה, נְתַנְיָהוּ"
H5419,netan-melekh,נְתַן־מֶלֶךְ
H5420,natas,נָתָס
H5421,nata‘,נָתַע
H5422,natatz,נָתַץ
H5423,nataq,נָתַק
H5424,neteq,נֶתֶק
H5425,natar,נָתַר
H5426,netar,נְתַר
H5427,neter,נֶתֶר
H5428,natash,נָתַשׁ
H5429,se’ah,סְאָה
H5430,se’on,סְאוֹן
H5431,sa’an,סָאַן
H5432,sa’s’ah,סַאסְאָה
H5433,sava’,סָבָא
H5434,seva’,סְבָא
H5435,sove’,סֹבֶא
H5436,seva’i,סְבָאִי
H5437,savav,סָבַב
H5438,sivah,סִבָּה
H5439,"saviv, sevivah","סָבִיב, סְבִיבָה"
H5440,savakh,סָבַךְ
H5441,sovekh,סֹבֶךְ
H5442,sevakh,סְבָךְ
